"","x","R","URS","UR","RS"
"1",1,9.52718456425572e-06,0.763817294704374,1.21602931695293,6.05041681705298e-08
"2",2,6.43272291186385e-06,0.89834624402361,0.821059815241624,-7.37820507278526e-10
"3",3,5.40344047594419e-06,0.684537836525925,0.689682699460271,1.73510672570332e-10
"4",4,1.53547849863888e-06,0.511705908886005,0.195975148891981,6.52492288744082e-10
"5",5,34.2009584699487,1.22945029577361,0.345438788707139,9.97164122357805
"6",6,48.2773906972527,4.29950655763821,2.29469813588538,9.97935177477721
"7",7,76.8754147378444,10.4845593134044,8.15502285480699,68.8565411365738
"8",8,117.06116937608,17.3848436057136,18.4094813183899,127.736464018193
"9",9,169.5776948118,20.7009830399361,17.9497648241203,268.570480312866
"10",10,209.147138087818,22.380049011115,20.1472889959857,272.992834130934
"11",11,240.949835408725,25.2434475452889,19.8080642740787,277.148763346984
"12",12,262.028093680858,30.171229323455,27.6260425931084,281.16394922847
"13",13,276.129436628404,33.2156179321722,32.5416926310485,285.179135109955
"14",14,283.704959034702,31.7959222377111,27.4863842491313,289.19432099144
"15",15,288.021440649754,29.369797511682,25.1254545921352,293.209506872925
"16",16,289.124372645223,29.3839581453629,24.1345945058544,297.22469275441
"17",17,284.323850103088,31.9186480032655,28.8795014527784,301.239878635895
"18",18,267.636211301854,33.1744206721822,31.3191941226464,305.25506451738
"19",19,243.673246624082,31.5303862211294,27.5172195653608,309.270250398866
"20",20,209.003539454232,29.2763260199664,24.9190692635675,313.285436280351
"21",21,155.6555717496,25.3663971003674,26.3123481340071,243.291546891286
"22",22,116.057033225907,17.4959061699389,14.6559197064566,173.297657502222
"23",23,88.7375740108131,7.98912456548344,7.55871500177227,103.303768113157
"24",24,75.4442900179552,4.05939011156146,4.02570132248449,33.3098787240926
