"","x","R","URS","UR","RS"
"1",1,2.72533389481086e-05,1.78891756865286,3.47164277790601,2.7974879361186e-07
"2",2,7.57586509852891e-06,1.44674580668924,0.965047547985453,-2.8212059623459e-09
"3",3,3.43582666880133e-06,0.768506689242172,0.437669551653621,2.34334280707659e-10
"4",4,3.36604508388835e-06,0.510570624547625,0.428768035706903,1.49001320383141e-09
"5",5,34.9579550718698,1.03588937594159,0.305217080738583,1.34207233807925e-13
"6",6,50.8845810125703,3.94221701758021,1.60064518403336,35.2467494982664
"7",7,80.6726280164069,11.0367514335432,7.62006156675034,107.322979059385
"8",8,121.001144076326,20.1015718476968,21.6297289582638,179.399208620503
"9",9,173.685230910418,25.0889444307277,21.6706883448682,251.475438181621
"10",10,211.72024868038,27.4272198410632,25.6791224186893,256.049864024913
"11",11,241.314512186842,28.9120034438513,23.8125612579449,260.624289868204
"12",12,259.704236529439,30.0276585668152,28.6114615971293,265.198715711496
"13",13,270.147097171535,30.2596130688342,26.0028017664207,269.773141554787
"14",14,277.246532441259,30.2244721884769,25.9436605530223,274.347567398079
"15",15,279.676617679084,30.5279969934203,29.0731623705153,278.92199324137
"16",16,279.177169996537,30.326936611178,23.1874244734652,283.496419084662
"17",17,272.178939045549,32.0862348064768,31.4595907488346,288.070844927953
"18",18,257.010884811024,32.5804724508042,26.9837314950509,292.645270771245
"19",19,235.257572563367,32.4763950664895,30.2204890345994,297.219696614537
"20",20,203.368892160793,30.4155535896549,28.1381419236509,301.794122457828
"21",21,153.415881155864,25.8038556467891,22.4194206961108,239.218686480077
"22",22,116.768484579771,19.0638728609809,18.6836500490648,176.643250502326
"23",23,90.6346239869485,9.85569640338996,9.97512893256879,114.067814524575
"24",24,77.8542925266863,5.22877954489295,5.18386099166178,51.4923785468235
