"","x","R","URS","UR","RS"
"1",1,2.22753310947769e-05,1.52976219353021,2.84763097823929,2.96960048670173e-07
"2",2,7.89218680298958e-06,1.37317805706704,1.00892251360591,2.40311183071036e-09
"3",3,5.0958640681936e-06,0.83302247922545,0.651444232558957,3.6942547647066e-10
"4",4,2.12770970861325e-06,0.772199309553578,0.271992057527685,9.30961141902923e-10
"5",5,37.2049261254971,1.9425145895416,0.846545717709391,18.9581024989119
"6",6,48.6147637590111,4.37523342420512,4.40455432468588,36.5169904351092
"7",7,75.1442795686653,8.57966425813002,4.67599338502927,57.7088686047968
"8",8,114.83513409473,15.5741594445138,15.3569910266045,145.406110921484
"9",9,169.703111087059,21.8337441295597,19.4596636825662,246.239410326954
"10",10,208.387055631891,26.4834741459415,24.0163974379545,260.901861067338
"11",11,237.336239548732,29.3330769790834,26.6684294481476,270.516406294875
"12",12,254.650587815845,30.5767027915013,27.0622035490462,277.327300828679
"13",13,266.831593618722,30.3912823335374,27.7839853621767,282.754057395102
"14",14,274.999942627996,29.7225585737428,25.0533339438989,287.585940941988
"15",15,279.818511705345,30.1226732727229,26.2609456013232,292.397709779532
"16",16,281.263561728267,31.375745745369,28.0993561673741,297.208032874258
"17",17,273.813040108143,31.9670569923646,28.8505853997451,301.899723234241
"18",18,261.015384482482,32.413694933866,26.8069645057839,306.216560739145
"19",19,240.895546958416,32.2983416868196,31.905553040927,303.754626706747
"20",20,209.69096086949,29.0480753851536,25.5031026208225,296.575451772988
"21",21,159.585373878066,22.6047035246739,21.1134617931391,218.338243106987
"22",22,125.267048655319,15.0882126933415,12.3745153490613,140.101034440986
"23",23,103.050951160114,7.54080742850816,8.28067760566711,85.3738060788247
"24",24,92.9716992770371,6.08514949892402,6.03870638300281,65.2561510884854
