"","x","R","URS","UR","RS"
"1",1,1.83207132277625e-05,1.52242771261649,2.27432601426333,3.89920728505375e-07
"2",2,1.43002993823929e-05,2.09725444886511,1.7752359432329,-3.79582909737127e-09
"3",3,1.70787895365149e-05,2.19083499363847,2.12015482609442,1.16462886038432e-09
"4",4,1.55037264366626e-05,1.71912959525843,1.9246166379028,6.7501730232089e-09
"5",5,31.5843037437476,1.21552381041144,0.328428157708849,1.75700253953916
"6",6,46.3609007458294,2.53946925522254,0.78097684158863,17.3241568965657
"7",7,79.2988998077028,7.72597101356874,4.92170237742856,32.892462795392
"8",8,125.212105736617,16.3350679468918,14.488041850883,88.8352626397453
"9",9,186.249342018941,23.8179850059618,24.5610195936559,271.926457591129
"10",10,231.354067089139,26.7308673387775,22.9620538045186,319.938947754736
"11",11,267.538936151771,28.9515848816097,24.1154545289892,318.886389731284
"12",12,289.132681635813,31.219249123242,30.1542799641169,317.801574331697
"13",13,297.62071687501,31.7935827341689,27.3313749938076,316.71675893211
"14",14,302.190017436298,31.6742121812803,27.4344371791254,315.631943532523
"15",15,303.34700377587,32.7531193319389,28.7093446215677,314.547128132937
"16",16,299.15824174467,34.0599546087426,30.3062634903371,313.46231273335
"17",17,290.637634453552,33.7865151357068,31.814291621371,312.377497333763
"18",18,276.447426390783,31.4699965415432,26.304743907931,311.292681934177
"19",19,250.023298796709,30.4342160018444,25.696739715308,310.20786653459
"20",20,212.547268090215,29.2412316388021,29.1248830399222,309.123051135003
"21",21,154.935411807955,24.8760600385364,21.6315868155959,240.009106074083
"22",22,112.578660746061,17.2601220587691,16.6286928389155,170.895161013163
"23",23,85.5319695294237,8.18803886189856,7.38758104426973,101.781215952242
"24",24,72.0591660337204,3.69510648200383,3.66174942817969,32.6672708913219
