"","x","R","URS","UR","RS"
"1",1,2.2414429106126e-05,1.80391517132181,2.8347533870774,1.56928972489461e-07
"2",2,1.56792465272741e-05,2.08534069346668,1.98295741705109,-1.83804246068711e-08
"3",3,1.12712357358524e-05,1.55893517571057,1.42547362958632,9.53725785497118e-10
"4",4,4.02269045368004e-06,1.18088657808474,0.508736416367501,1.75148410235718e-09
"5",5,29.8052983874146,1.57870525872006,1.34018790021494,3.90705523138795
"6",6,41.7814622957077,3.47683954254141,1.82014684847294,26.0018260313875
"7",7,66.7884916707258,8.10056146746836,6.13007152534753,48.096596831389
"8",8,103.514254967177,15.7755026920442,12.6754179691788,70.1913676313904
"9",9,155.052528625732,24.2796134726616,24.3775900168857,177.632583979319
"10",10,190.591940324543,29.9060305252181,25.6041989123375,284.888691821814
"11",11,216.836070312562,33.515269541286,31.3260578238493,278.938521419213
"12",12,236.522704637853,35.4164186428089,31.2061223736269,272.988351016612
"13",13,243.690976607638,36.0121467688597,32.0432072392293,267.03818061401
"14",14,247.126870936154,35.5030989841637,32.8956403643004,261.088010211409
"15",15,247.498522773128,34.4286722230405,27.7879904259487,255.137839808808
"16",16,244.941402470224,34.5228886409913,33.1224641436851,249.187669406206
"17",17,238.949769575741,32.8170919293732,28.5485718534113,243.237499003605
"18",18,228.763110487553,31.5351868069257,26.0433927759891,237.287328601004
"19",19,209.197132434727,30.8838087493927,30.1162786992701,231.337158198403
"20",20,181.570944624013,28.804385899874,24.2720455410372,225.386987795801
"21",21,140.39658528469,24.1782037985426,24.0342250058888,178.794053036252
"22",22,111.008726989956,16.9953590579361,14.6376878377497,132.201118276703
"23",23,91.2333588812501,8.26241207900829,8.42007086909451,85.608183517154
"24",24,80.2395429726921,5.907118402919,5.85828517908242,39.6813459488974
