"","x","R","URS","UR","RS"
"1",1,11.1219485741499,1.52976218973756,2.84763096031073,1.74937380125607
"2",2,14.9800874025389,1.37317806389362,1.00892253325312,1.74937379736979
"3",3,22.7097261675422,0.833022488699462,0.651444236453924,1.769141550379
"4",4,34.4084022680866,0.772199317771864,0.271992064148377,2.95535165807402
"5",5,52.8397169122689,1.94251459366196,0.846545730636062,5.80713857716645
"6",6,83.0785261215911,4.37523343797617,4.40455429656332,50.6915726923392
"7",7,118.560352898244,8.57966430041295,4.67599346794841,99.5762445747856
"8",8,161.312715461418,15.5741594979272,15.3569910290309,175.587036612737
"9",9,188.82117414763,21.8337442205187,19.4596637741528,203.686407073285
"10",10,211.716133573085,26.4834742701268,24.0163975539299,227.133137533006
"11",11,230.818137044395,29.3330771130539,26.668429566364,246.487512197249
"12",12,242.683483015117,30.5767029090725,27.0622036648718,262.661645471665
"13",13,251.779119011998,30.3912824293801,27.7839854173421,276.567553217235
"14",14,258.436444955937,29.7225586613514,25.0533340276715,288.693374769651
"15",15,262.776825768509,30.1226733613251,26.260945665873,298.40543079412
"16",16,264.65978673477,31.3757458496265,28.0993562462996,307.963849702622
"17",17,263.683944520227,31.967057139673,28.8505855069651,312.701415220343
"18",18,259.305332549392,32.4136951216997,26.8069647188909,317.438980738063
"19",19,250.851217943505,32.2983418840602,31.9055531671852,322.176546255784
"20",20,237.384788479587,29.0480755717699,25.5031028344976,268.266221475504
"21",21,217.889882553401,22.6047036793935,21.1134619031488,212.757709371971
"22",22,191.053292226105,15.0882127871437,12.3745154561897,157.249197268439
"23",23,155.059811500796,7.54080745655283,8.28067759922602,101.740685164907
"24",24,104.669743816337,6.08514951130058,6.03870639479388,46.2321730613742
