"","x","R","URS","UR","RS"
"1",1,12.9650363255065,1.78891753787859,3.47164271256164,1.2089138020984e-07
"2",2,17.092873201384,1.44674578884066,0.96504754634611,-4.00418380343664e-10
"3",3,25.3646261775542,0.768506682418465,0.437669547838874,0.048648202168167
"4",4,37.884750773662,0.51057062553205,0.428768026910282,0.677620670086743
"5",5,54.8577385562799,1.03588940336752,0.305217093730493,2.69899611168164
"6",6,81.2574817094343,3.94221708325101,1.60064524849645,29.2908075464453
"7",7,113.269390037539,11.0367515090703,7.62006167235894,94.322864963219
"8",8,152.817925836194,20.1015719093082,21.6297289327297,220.592814324534
"9",9,184.301212783799,25.0889445372697,21.6706884866127,231.999537550098
"10",10,210.509663276522,27.4272199804674,25.6791225073304,241.704774030356
"11",11,226.376917262486,28.912003587805,23.8125614323866,250.288794534612
"12",12,238.960338853366,30.0276587076836,28.611461655463,258.407016108618
"13",13,248.763947236074,30.2596132306324,26.0028019221154,266.365329457326
"14",14,256.172299978162,30.2244723791644,25.9436607369156,274.323642806034
"15",15,261.311779207447,30.527997193005,29.0731624956284,282.281956154742
"16",16,264.061309238644,30.3269368214364,23.1874247404821,290.240269503451
"17",17,264.105290487769,32.0862349726849,31.4595908023671,298.198582852159
"18",18,260.888654517084,32.5804726038209,26.9837316887885,306.156896200867
"19",19,253.773716487436,32.4763951878526,30.2204891076397,301.644213557402
"20",20,241.840788154809,30.4155536808504,28.1381419887934,275.82179573699
"21",21,223.910289660119,25.8038557103262,22.4194207856111,236.18500008313
"22",22,198.392852569498,19.063872875577,18.6836500301969,182.908102156652
"23",23,162.462853064933,9.85569638983099,9.97512890201691,117.859881814337
"24",24,109.434175567494,5.22877950115694,5.18386094782245,52.811661472022
